 Event Date  	  Make  	  Model 
 09/08/1992  	  PIPER  	  PA-32RT-300T 
 09/08/1992  	  PIPER  	  PA-22-150 
 09/08/1992  	  PIPER  	  PA-22-108 
 09/08/1992  	  PIPER  	  PA-61-601P 
 09/08/1992  	  PIPER  	  PA-38-112 
 09/08/1992  	  PIPER  	  PA-22 
 09/07/1992  	  CESSNA  	  A150K 
 09/07/1992  	  CESSNA  	  172I 
 09/07/1992  	  CESSNA  	  150H 
 09/07/1992  	  BEECH  	  C-45H 
 09/07/1992  	  CURT HOFFSTAD  	  PITTS S1-S 
 09/07/1992  	  SCHWEIZER  	  1-26D 
 09/07/1992  	  PIPER  	  PA-30K 
 09/07/1992  	  CESSNA  	  172 
 09/07/1992  	  AERONCA  	  15AC 
 09/06/1992  	  PIPER  	  PA-12 
 09/06/1992  	  CESSNA  	  170 
 09/06/1992  	  SNODGRASS  	  STARDUSTER TOO 
 09/06/1992  	  PIPER  	  J3C-65 
 09/06/1992  	  Texas Helicopter  	  OH-13E/M74 
 09/06/1992  	  CESSNA  	  205A 
 09/06/1992  	  PIPER  	  PA-30 
 09/06/1992  	  PIPER  	  PA-18-180 
 09/05/1992  	  CESSNA  	  182A 
 09/05/1992  	  CESSNA  	  150H 
 09/05/1992  	  CESSNA  	  172RG 
 09/05/1992  	  PIPER  	  PA-28-180 
 09/05/1992  	  WEATHERLY  	  201B 
 09/05/1992  	  CESSNA  	  172XP 
 09/05/1992  	  PIPER  	  PA-28-180 
 09/05/1992  	  CESSNA  	  A150L 
 09/05/1992  	  PIPER  	  PA-60-602P 
 09/05/1992  	  PIPER  	  PA-22T 
 09/05/1992  	  CESSNA  	  140 
 09/05/1992  	  PIPER  	  PA-14 
 09/04/1992  	  PIPER  	  PA-28-140 
 09/04/1992  	  BEECH  	  E-55 
 09/04/1992  	  PIPER  	  PA-32-260 
 09/04/1992  	  CESSNA  	  172E 
 09/04/1992  	  AIR COMMAND  	  COMMANDER 
 09/04/1992  	  SIKORSKY  	  S-58G 
 09/03/1992  	  CESSNA  	  172 
 09/03/1992  	  CESSNA  	  A188 
 09/03/1992  	  CESSNA  	  170A 
 09/03/1992  	  CESSNA  	  185 
 09/03/1992  	  Ayres  	  S-2R 
 09/03/1992  	  PIPER  	  PA-22 
 09/02/1992  	  PIPER  	  PA-46-310P 
 09/02/1992  	  BELL  	  TH-13T 
 09/02/1992  	  PIPER  	  PA-34-200 
 09/02/1992  	  CESSNA  	  172M 
 09/02/1992  	  CESSNA  	  170A 
 09/02/1992  	  PIPER  	  PA-23-160 
 09/02/1992  	  BELL  	  206L3 
 09/02/1992  	  CESSNA  	  402B 
 09/02/1992  	  CESSNA  	  152 
 09/02/1992  	  REIF  	  AVID FLYER 
 09/02/1992  	  CESSNA  	  172H 
 09/02/1992  	  CESSNA  	  210M 
 09/02/1992  	  CESSNA  	  A188B 
 09/02/1992  	  DALE CONOVER  	  TUNDRA PUP 
 09/01/1992  	  HUGHES  	  269B 
 09/01/1992  	  BEECH  	  BE-A23-19 
 09/01/1992  	  MAULE  	  M5-180C 
 09/01/1992  	  CESSNA  	  152 
 09/01/1992  	  CESSNA  	  188 
 09/01/1992  	  PIPER  	  PA-22-150 
 09/01/1992  	  CESSNA  	  170B 
 09/01/1992  	  CESSNA  	  206 
 08/31/1992  	  LAMB/STARDUSTER  	  SA300 
 08/31/1992  	  CESSNA  	  172N 
 08/31/1992  	  BEECH  	  A24 
 08/31/1992  	  CHAMPION  	  7ECA 
 08/31/1992  	  GRUMMAN  	  164A 
 08/31/1992  	  Saab-Scania AB (Saab)  	  340B 
 08/31/1992  	  PIPER  	  PA-12 
 08/31/1992  	  PIPER  	  PA-18 
 08/30/1992  	  CESSNA  	  182F 
 08/30/1992  	  WILLIAM C. KEILING  	  PROBER PIXIE 
 08/30/1992  	  BEECH  	  A24 
 08/30/1992  	  CESSNA  	  425 
 08/29/1992  	  Consolidated Aeronautics Inc.  	  LAKE LA-4-200 
 08/29/1992  	  PIPER  	  PA-28-140 
 08/29/1992  	  PIPER  	  PA-28-235 
 08/29/1992  	  CESSNA  	  150G 
 08/29/1992  	  WOODSTOCK  	  AIR COMMAND 532 
 08/29/1992  	  CESSNA  	  172N 
 08/29/1992  	  MOONEY  	  20F 
 08/29/1992  	  CHRISTEN INDUSTRIES  	  S2B 
 08/29/1992  	  CESSNA  	  310D 
 08/29/1992  	  CESSNA  	  185E 
 08/29/1992  	  Short Brothers  	  SH-7 
 08/28/1992  	  PIPER  	  PA-46-350 
 08/28/1992  	  PIPER  	  PA-28-140 
 08/28/1992  	  CESSNA  	  150M 
 08/28/1992  	  CESSNA  	  175A 
 08/28/1992  	  DOUGLAS  	  DC-8-61 
 08/28/1992  	  BEECH  	  C23 
 08/27/1992  	  CESSNA  	  150G 
 08/27/1992  	  CESSNA  	  150 
 08/27/1992  	  CESSNA  	  182Q 
 08/27/1992  	  SIKORSKY  	  S-58ET 
 08/27/1992  	  CESSNA  	  402B 
 08/26/1992  	  BOEING  	  737-200 
 08/26/1992  	  CESSNA  	  140 
 08/26/1992  	  CESSNA  	  152 
 08/26/1992  	  CESSNA  	  A185F 
 08/26/1992  	  CESSNA  	  206 
 08/25/1992  	  HELIO  	  H-391B 
 08/25/1992  	  WSK PZL MIELEC  	  M-18A DROMADER 
 08/25/1992  	  CESSNA  	  172H 
 08/25/1992  	  FAIRCHILD  	  SA 227-AC 
 08/25/1992  	  AIR TRACTOR  	  AT-301 
 08/25/1992  	  CESSNA  	  172F 
 08/25/1992  	  SIKORSKY  	  UH-19D 
 08/25/1992  	  PIPER  	  PA-28-140 
 08/25/1992  	  Classic Aircraft Corp.  	  WACO YMF-5 
 08/25/1992  	  BELL  	  206B 
 08/24/1992  	  HILLER  	  UH-12C 
 08/24/1992  	  LUSCOMBE  	  8A 
 08/24/1992  	  PIPER  	  PA-34-200T 
 08/24/1992  	  PIPER  	  PA-28-140 
 08/24/1992  	  CESSNA  	  172N 
 08/23/1992  	  PIPER  	  PA-22-135 
 08/23/1992  	  TAYLORCRAFT  	  BC-65 
 08/23/1992  	  NORTH AMERICAN  	  NA-64 
 08/23/1992  	  PIPER  	  J3C-65 
 08/23/1992  	  CESSNA  	  402B 
 08/23/1992  	  PIPER  	  PA-22-160 
 08/23/1992  	  CESSNA  	  172C 
 08/23/1992  	  BOEING  	  747-300 
 08/23/1992  	  HUGHES  	  269A 
 08/23/1992  	  PIPER  	  PA-12 
 08/23/1992  	  CESSNA  	  140 
 08/22/1992  	  AEROSTAR  	  AX-9 
 08/22/1992  	  PIPER  	  PA-32-260 
 08/22/1992  	  BELLANCA  	  7ECA 
 08/22/1992  	  CESSNA  	  150M 
 08/22/1992  	  SOCATA  	  TB-10 
 08/22/1992  	  TBM, SA  	  TBM 700 
 08/22/1992  	  CESSNA  	  182Q 
 08/22/1992  	  Taylorcraft  	  H-2 
 08/22/1992  	  PIPER  	  PA-32 
 08/22/1992  	  PIPER  	  PA-18-150 
 08/22/1992  	  CESSNA  	  185 
 08/21/1992  	  SCHAKNOWSKI  	  DYKE DELTA JD-2 
 08/21/1992  	  DOUGLAS  	  DC-8-71F 
 08/21/1992  	  CESSNA  	  182P 
 08/21/1992  	  BELL  	  47G-3B-1 
 08/21/1992  	  PIPER  	  PA-38-112 
 08/21/1992  	  CESSNA  	  150 
 08/21/1992  	  CESSNA  	  150-F 
 08/20/1992  	  PIPER  	  PA-34-200T 
 08/20/1992  	  ENSTROM  	  F28C 
 08/20/1992  	  BELL  	  XV-15 301 
 08/20/1992  	  HILLER  	  HILLER UH-12E 
 08/20/1992  	  PIPER  	  PA-28R-200 
 08/19/1992  	  WSK PZL Mielec  	  PZL-M-18 
 08/19/1992  	  BENSON-CALLAWAY  	  B-80 
 08/19/1992  	  GERALD BARKER  	  QUICKY 2 
 08/19/1992  	  CESSNA  	  150L 
 08/19/1992  	  PIPER  	  PA-38-112 
 08/19/1992  	  CESSNA  	  AT188B 
 08/19/1992  	  GRUMMAN  	  G-164A 
 08/19/1992  	  CESSNA  	  A185F 
 08/19/1992  	  Bell-Transworld  	  47G-2 
 08/19/1992  	  CESSNA  	  182A 
 08/19/1992  	  PIPER  	  PA-28-160 
 08/18/1992  	  CESSNA  	  A188A 
 08/18/1992  	  MITSUBISHI  	  MU-2-60 
 08/18/1992  	  CESSNA  	  T210L 
 08/18/1992  	  CESSNA  	  T210L 
 08/18/1992  	  PIPER  	  PA-32-260 
 08/18/1992  	  PIPER  	  PA-38-112 
 08/18/1992  	  CESSNA  	  140 
 08/18/1992  	  CESSNA  	  172N 
 08/18/1992  	  PIPER  	  PA-18-150 
 08/18/1992  	  PIPER  	  PA-18-150 
 08/17/1992  	  CESSNA  	  182F 
 08/17/1992  	  CESSNA  	  172L 
 08/17/1992  	  FLEET  	  II 
 08/17/1992  	  Burkhart Grob  	  G103 FLUGZEUGBAU 
 08/17/1992  	  PIPER  	  PA-18-150 
 08/17/1992  	  BEECH  	  G35 
 08/17/1992  	  PIPER  	  PA-24-180 
 08/17/1992  	  GRUMMAN  	  G-164 
 08/17/1992  	  BEECH  	  35 
 08/16/1992  	  R.P. WILLIAMS  	  ACRO SPORT II 
 08/16/1992  	  CESSNA  	  R172K 
 08/16/1992  	  WEATHERLY  	  620 
 08/16/1992  	  PIPER  	  PA-20-135 
 08/16/1992  	  MBB  	  BO 105CBS-4 
 08/16/1992  	  PIPER  	  PA-32-301T 
 08/16/1992  	  Cameron  	  N-90 
 08/16/1992  	  CESSNA  	  152 
 08/16/1992  	  BEECH  	  19A 
 08/16/1992  	  FROST  	  BRIEGLEB/BG-12A 
 08/16/1992  	  CESSNA  	  206 
 08/16/1992  	  CESSNA  	  182P 
 08/15/1992  	  AERONCA  	  7AC 
 08/15/1992  	  SCHWEIZER  	  269C 
 08/15/1992  	  HILLER  	  UH12-E, SALOY CONVER 
 08/15/1992  	  Thunder and Colt  	  SPECIAL SHAPE 
 08/15/1992  	  CESSNA  	  A188B 
 08/15/1992  	  PIPER  	  PA-24-250 
 08/15/1992  	  CESSNA  	  182R 
 08/15/1992  	  STUART J. CARTER  	  MONI 
 08/15/1992  	  BELL  	  47G-2 
 08/15/1992  	  CESSNA  	  180 
 08/14/1992  	  BEECH  	  D55 
 08/14/1992  	  HUGHES  	  269C 
 08/14/1992  	  MCDONNELL DOUGLAS  	  MD-88 
 08/14/1992  	  BEECH  	  A36TC 
 08/14/1992  	  GRUMMAN  	  G-164B 
 08/14/1992  	  PIPER  	  PA-12 
 08/13/1992  	  JOHN S. HOLZEMER  	  ROTORWAY EXEC 
 08/13/1992  	  BEECH  	  76 
 08/13/1992  	  PIPER  	  PA-25 
 08/13/1992  	  STINSON  	  ST-75 
 08/13/1992  	  PIPER  	  PA-28R-180 
 08/13/1992  	  LAKE  	  LA-4 
 08/13/1992  	  PIPER  	  PA-31T1 
 08/13/1992  	  PIPER  	  PA-18 
 08/12/1992  	  CESSNA  	  A185F 
 08/12/1992  	  PIPER  	  PA-28-140 
 08/12/1992  	  PIPER  	  J-3 
 08/12/1992  	  PIPER  	  PA-18A-150 
 08/12/1992  	  BELL  	  47G-3B-1 
 08/12/1992  	  PIPER  	  PA-32-260 
 08/12/1992  	  BELL  	  204B 
 08/12/1992  	  AIR TRACTOR  	  AT301 
 08/12/1992  	  SCHEMPP-HIRTH  	  CIRRUS 
 08/12/1992  	  HUGHES  	  369D 
 08/12/1992  	  AIR TRACTOR  	  AT-300 
 08/12/1992  	  BEECH  	  A36 
 08/12/1992  	  CESSNA  	  182Q 
 08/12/1992  	  PIPER  	  PA-18A 
 08/12/1992  	  CESSNA  	  150 
 08/12/1992  	  DE HAVILLAND  	  DHC-2 
 08/11/1992  	  BOEING  	  747-238 
 08/11/1992  	  BEECH  	  A36 
 08/11/1992  	  Grumman-Schweizer  	  G-164B 
 08/11/1992  	  BEECH  	  23-B24R 
 08/10/1992  	  CESSNA  	  180K 
 08/10/1992  	  CESSNA  	  152 
 08/10/1992  	  CESSNA  	  172N 
 08/10/1992  	  Texas Helicopter  	  OH-13H 
 08/10/1992  	  CESSNA  	  T-210N 
 08/10/1992  	  GRUMMAN  	  G-164A 
 08/10/1992  	  CESSNA  	  182BTW 
 08/10/1992  	  CESSNA  	  441 
 08/10/1992  	  PIPER  	  PA-28-180 
 08/09/1992  	  CESSNA  	  172H 
 08/09/1992  	  BROUSSARD  	  MH-1521M 
 08/09/1992  	  CESSNA  	  210J 
 08/09/1992  	  ROCKWELL  	  112-TC 
 08/09/1992  	  PIPER  	  PA-24-250 
 08/09/1992  	  Burkhart Grob  	  103 
 08/09/1992  	  BELLANCA  	  17-30A 
 08/09/1992  	  GRUMMAN  	  G-164B 
 08/09/1992  	  MBB  	  BO-105 
 08/09/1992  	  BELL  	  206B 
 08/09/1992  	  SCHNEIDER/BRASHEAR  	  SORRELL SNS-7 
 08/09/1992  	  CESSNA  	  150L 
 08/09/1992  	  WEATHERLY  	  620A 
 08/09/1992  	  PIPER  	  PA-18 
 08/09/1992  	  PIPER  	  PA-22 
 08/08/1992  	  PIPER  	  PA-28R-201 
 08/08/1992  	  BEECH  	  24R 
 08/08/1992  	  DANNY M DAMRON  	  LONG EZ 
 08/08/1992  	  CESSNA  	  320A 
 08/08/1992  	  BEECH  	  D17S 
 08/08/1992  	  AIR TRACTOR  	  AT-401 
 08/08/1992  	  CESSNA  	  310M 
 08/08/1992  	  Cameron  	  V-77 
 08/08/1992  	  Evans Aircraft  	  VP-1 
 08/08/1992  	  BOEING  	  A75N1 
 08/08/1992  	  GRUMMAN  	  AA5 
 08/08/1992  	  BELLANCA  	  8GCBC 
 08/08/1992  	  BEECH  	  C99 
 08/08/1992  	  CESSNA  	  207A 
 08/08/1992  	  TAYLORCRAFT  	  BCS12-D 
 08/07/1992  	  SIKORSKY  	  S-76A 
 08/07/1992  	  CESSNA  	  340 
 08/07/1992  	  BACON  	  QUESTAIR VENTURE LX 
 08/07/1992  	  AIR TRACTOR  	  AT-301 
 08/07/1992  	  PIPER  	  PA-28-180 
 08/07/1992  	  Rockwell  	  112TC 
 08/07/1992  	  CESSNA  	  120 
 08/07/1992  	  PIPER  	  PA-28R-200 
 08/06/1992  	  CESSNA  	  150 
 08/06/1992  	  JOHN K. GROFF JR.  	  Q-2 
 08/06/1992  	  JOHN MITCHELL  	  MYERS SPECIAL 
 08/06/1992  	  BOEING  	  737-200 
 08/06/1992  	  CESSNA  	  152 
 08/06/1992  	  CESSNA  	  310I 
 08/06/1992  	  CESSNA  	  A188 
 08/06/1992  	  BEECH  	  C90 
 08/06/1992  	  CESSNA  	  177 
 08/06/1992  	  CESSNA  	  175A 
 08/06/1992  	  JARRELL  	  RV-3 
 08/06/1992  	  CESSNA  	  A185F 
 08/06/1992  	  CESSNA  	  207 
 08/05/1992  	  PITTS  	  S-1S 
 08/05/1992  	  PIPER  	  PA-12 
 08/05/1992  	  HUGHES  	  269C 
 08/05/1992  	  BELL  	  206-L3 
 08/05/1992  	  Ercoupe (Eng & Research Corp.)  	  415C 
 08/05/1992  	  SCHWEIZER  	  269C 
 08/05/1992  	  BEECH  	  C35 
 08/05/1992  	  PIPER  	  PA-18-150 
 08/05/1992  	  GRUMMAN  	  G-164A 
 08/05/1992  	  BEECH  	  A36 
 08/05/1992  	  CESSNA  	  152 
 08/05/1992  	  PIPER  	  PA-18 
 08/05/1992  	  BELLANCA  	  7ECA 
 08/04/1992  	  GRUMMAN  	  G-164A 
 08/04/1992  	  PIPER  	  PA-32R-300 
 08/04/1992  	  GRUMMAN  	  G-164A 
 08/04/1992  	  MOONEY  	  M20-M 
 08/04/1992  	  CESSNA  	  172P 
 08/04/1992  	  GRUMMAN  	  G-164B 
 08/04/1992  	  CESSNA  	  402A 
 08/03/1992  	  Bell  	  205A-1 
 08/03/1992  	  Cessna Reems  	  F172 
 08/03/1992  	  CESSNA  	  152 
 08/03/1992  	  BOEING  	  737-300 
 08/03/1992  	  HUGHES  	  369HS 
 08/03/1992  	  PIPER  	  PA-25-235 
 08/03/1992  	  EDRA/MCDERMITT  	  SEABIRD/PETREL 
 08/03/1992  	  PIPER  	  PA-24-400 
 08/03/1992  	  CESSNA  	  207A 
 08/02/1992  	  CESSNA  	  172K 
 08/02/1992  	  CESSNA  	  172P 
 08/02/1992  	  MERCURY  	  1 
 08/02/1992  	  AERONCA  	  7AC 
 08/02/1992  	  STITTS  	  SA-11A 
 08/02/1992  	  BULL  	  KR-2 
 08/02/1992  	  PIPER  	  PA-28-140 
 08/02/1992  	  MCDONNELL DOUGLAS  	  MD-11 
 08/01/1992  	  BOEING  	  B-75 
 08/01/1992  	  BELLANCA  	  7ECA 
 08/01/1992  	  BEECH  	  58 
 08/01/1992  	  DONALD L. BETCHAN  	  KR-II 
 08/01/1992  	  PIPER  	  PA-28-235 
 08/01/1992  	  BELL  	  206L-1 
 08/01/1992  	  PIPER  	  PA-24-260 
 08/01/1992  	  HUGHES  	  269C 
 08/01/1992  	  CESSNA  	  172H 
 08/01/1992  	  RANS  	  S-9 
 08/01/1992  	  CESSNA  	  182A 
 07/31/1992  	  SCHWEIZER  	  SGU 2-22CK 
 07/31/1992  	  PIPER  	  PA-28R-200 
 07/31/1992  	  ROCKWELL  	  112TC 
 07/31/1992  	  HUGHES  	  369D 
 07/31/1992  	  BOEING  	  A75 
 07/31/1992  	  ROBERT D. WALDRON  	  KITFOX III 
 07/31/1992  	  CESSNA  	  337A 
 07/31/1992  	  Beech  	  V35B 
 07/31/1992  	  ALKIRE  	  PIETENPOL 
 07/31/1992  	  PIPER  	  PA-18 
 07/30/1992  	  CESSNA  	  411 
 07/30/1992  	  SCHWEIZER  	  G-164B 
 07/30/1992  	  PIPER  	  PA-38-112 
 07/30/1992  	  PIPER  	  PA-28-161 
 07/30/1992  	  CESSNA  	  150F 
 07/30/1992  	  BEECH  	  19A 
 07/30/1992  	  LOCKHEED  	  L-1011-385-1 
 07/30/1992  	  Teal  	  TSC-1A2 
 07/30/1992  	  CESSNA  	  150F 
 07/30/1992  	  CESSNA  	  188 
 07/30/1992  	  CESSNA  	  A-185-F 
 07/30/1992  	  DE HAVILLAND  	  DHC-2 MARK 1 
 07/29/1992  	  BELL  	  206L 
 07/29/1992  	  CESSNA  	  182Q 
 07/29/1992  	  GRETH  	  CIRRUS VK30 
 07/29/1992  	  BOEING  	  A75N1 
 07/29/1992  	  CESSNA  	  172P 
 07/29/1992  	  BELL  	  47J2 
 07/29/1992  	  CESSNA  	  185F 
 07/29/1992  	  CESSNA  	  R182 
 07/29/1992  	  CESSNA  	  172F 
 07/29/1992  	  CESSNA  	  150H 
 07/29/1992  	  CESSNA  	  A185E 
 07/29/1992  	  CESSNA  	  P210N 
 07/29/1992  	  CESSNA  	  172M 
 07/29/1992  	  CESSNA  	  207 
 07/28/1992  	  DEWITT, RICHARD A.  	  KITFOX 
 07/28/1992  	  BELLANCA  	  7KCAB 
 07/28/1992  	  BELL  	  UH-1B 
 07/28/1992  	  CESSNA  	  172 
 07/28/1992  	  WACO  	  AVN-8 
 07/28/1992  	  BEECH  	  55-95B55B 
 07/28/1992  	  CESSNA  	  175 
 07/27/1992  	  GRUMMAN  	  G-164A 
 07/27/1992  	  PIPER  	  PA-28-160 
 07/27/1992  	  MBB  	  BO-105CBS 
 07/27/1992  	  SCHWEIZER  	  1-26E 
 07/27/1992  	  CHAPUIS  	  SPEZIO SPORT 
 07/27/1992  	  MAULE  	  MX-7-180 
 07/27/1992  	  BEECH  	  H35 
 07/27/1992  	  CESSNA  	  A188B 
 07/27/1992  	  CESSNA  	  180 
 07/27/1992  	  PIPER  	  J3C-65 
 07/26/1992  	  PIPER  	  PA-24-260 
 07/26/1992  	  GRUMMAN AMERICAN  	  AA-5A 
 07/26/1992  	  SMITH  	  VARI EZE 
 07/26/1992  	  CESSNA  	  152 
 07/26/1992  	  CESSNA  	  172 
 07/26/1992  	  CESSNA  	  177 
 07/26/1992  	  JAMES SCHWARZMAN  	  AVID FLYER HEAVY 
 07/26/1992  	  BELL  	  206B3 
 07/26/1992  	  AIR TRACTOR  	  AT-301 
 07/26/1992  	  CESSNA  	  172H 
 07/26/1992  	  PIPER  	  PA-28R-200 
 07/26/1992  	  STINSON  	  JR.SR. 
 07/26/1992  	  CESSNA  	  172 
 07/26/1992  	  CESSNA  	  180B 
 07/25/1992  	  BURKHART GROB  	  G103 
 07/25/1992  	  CESSNA  	  172N 
 07/25/1992  	  ROBINSON  	  R-22B 
 07/25/1992  	  CESSNA  	  172L 
 07/25/1992  	  PIPER  	  PA-28-140 
 07/25/1992  	  CESSNA  	  177B 
 07/25/1992  	  PIPER  	  PA-38-112 
 07/25/1992  	  STINSON  	  108-3 
 07/25/1992  	  ROBINSON  	  R22A 
 07/24/1992  	  KAMAN  	  HH-43F 
 07/24/1992  	  ROCKWELL  	  S2R-R3S 
 07/24/1992  	  PIPER  	  PA-28-200R 
 07/24/1992  	  CESSNA  	  172RG 
 07/24/1992  	  GEORGE A CHAFFEE  	  KITFOX II 
 07/24/1992  	  PIPER  	  PA-12 
 07/24/1992  	  MOONEY  	  M20G 
 07/24/1992  	  CESSNA  	  180 
 07/23/1992  	  CESSNA  	  172I 
 07/23/1992  	  PIPER  	  PA-28-161 
 07/23/1992  	  AERO COMMANDER  	  560-F 
 07/23/1992  	  CESSNA  	  172 
 07/23/1992  	  BEECH  	  58 
 07/23/1992  	  MOONEY  	  M20F 
 07/23/1992  	  CESSNA  	  172 
 07/22/1992  	  CESSNA  	  172P 
 07/22/1992  	  PIPER  	  PA-28R-201T 
 07/22/1992  	  CESSNA  	  172 
 07/22/1992  	  AERONCA  	  7AC 
 07/22/1992  	  BEECH  	  D55 
 07/22/1992  	  HAUSER, WILLIAM C.  	  CASSUTT 
 07/22/1992  	  JAMES SNYDER  	  CHALLENGER II 
 07/22/1992  	  CESSNA  	  152 
 07/22/1992  	  Rockwell  	  S-2R 
 07/22/1992  	  DE HAVILLAND  	  DHC-3 
 07/21/1992  	  CESSNA  	  152 
 07/21/1992  	  BEECH  	  23 
 07/21/1992  	  CESSNA  	  180K 
 07/21/1992  	  EMBRAER  	  EMB-120 RT 
 07/21/1992  	  CESSNA  	  A185F 
 07/21/1992  	  CESSNA  	  206 
 07/20/1992  	  PIPER  	  PA-23-160 
 07/20/1992  	  CESSNA  	  A188B 
 07/20/1992  	  PIPER  	  PA-24-250 
 07/20/1992  	  PIPER  	  PA-32-260 
 07/20/1992  	  HAAS  	  RANS S-6 
 07/20/1992  	  CESSNA  	  207 
 07/19/1992  	  PIPER  	  PA-18 
 07/19/1992  	  PIPER  	  PA32-301T 
 07/19/1992  	  PIPER  	  PA-22-150 
 07/19/1992  	  CESSNA  	  172P 
 07/19/1992  	  CESSNA  	  175A 
 07/19/1992  	  CESSNA  	  120 
 07/19/1992  	  CESSNA  	  172K 
 07/19/1992  	  PIPER  	  PA-28-181 
 07/18/1992  	  CESSNA  	  182Q 
 07/18/1992  	  SCHWEIZER  	  269C 
 07/18/1992  	  CESSNA  	  180H 
 07/18/1992  	  SCHLEICHER  	  KA6E 
 07/18/1992  	  CESSNA  	  172N 
 07/17/1992  	  ROBINSON  	  R-22 
 07/17/1992  	  FAIRCHILD  	  SA-227AC 
 07/17/1992  	  LOCKHEED  	  L-1011-385-1 
 07/17/1992  	  PIPER  	  PA-28R-201T 
 07/17/1992  	  BEECH  	  E35 
 07/17/1992  	  PIPER  	  PA-25-260 
 07/17/1992  	  PIPER  	  PA-30 
 07/16/1992  	  PIPER  	  PA-32R-301T 
 07/16/1992  	  PIPER  	  PA-28-161 
 07/15/1992  	  THOMSEN, HORST  	  ROTORWAY "EXEC" 
 07/15/1992  	  AYRES  	  S2R-T34 
 07/15/1992  	  CESSNA  	  150L 
 07/15/1992  	  TAYLORCRAFT  	  BC12-D 
 07/15/1992  	  BOEING  	  737-222 
 07/15/1992  	  AIR TRACTOR  	  AT-301A 
 07/15/1992  	  CESSNA  	  172N 
 07/15/1992  	  BELL  	  47G 
 07/15/1992  	  BEECH  	  58P 
 07/15/1992  	  KORY G. CORNUM  	  SH-3R 
 07/15/1992  	  PIPER  	  PA-20 
 07/14/1992  	  Helio  	  H-295 
 07/14/1992  	  Hiller-Soloy  	  UH12D 
 07/14/1992  	  MAULE  	  MX7-420 
 07/14/1992  	  KRUG  	  LINCOLN SPORTPLANE 
 07/13/1992  	  MOONEY  	  M20C 
 07/13/1992  	  CESSNA  	  177 
 07/13/1992  	  CESSNA  	  150 
 07/13/1992  	  Short Brothers  	  SC7 
 07/12/1992  	  BERKSHIRE MFG.  	  CONCEPT 70 
 07/12/1992  	  BEECH  	  A23A 
 07/12/1992  	  CESSNA  	  180H 
 07/12/1992  	  PIPER  	  PA-22-108 
 07/12/1992  	  PIPER  	  PA28-161 
 07/12/1992  	  BELLANCA  	  7GCBC 
 07/12/1992  	  CESSNA  	  172M 
 07/12/1992  	  CESSNA  	  150 
 07/11/1992  	  CESSNA  	  172L 
 07/11/1992  	  BEECH  	  1900C 
 07/11/1992  	  CESSNA  	  150 
 07/11/1992  	  CESSNA  	  172N 
 07/11/1992  	  ROBINSON  	  R-22BETA 
 07/11/1992  	  BELL  	  206B 
 07/11/1992  	  BELLANCA  	  17-30A 
 07/11/1992  	  Beech  	  A35 
 07/11/1992  	  PIPER  	  PA-28-140 
 07/11/1992  	  CESSNA  	  172P 
 07/11/1992  	  PIPER  	  PA-18 
 07/11/1992  	  PIPER  	  PA-22 
 07/10/1992  	  CESSNA  	  172 
 07/10/1992  	  GRUMMAN  	  AA5 
 07/10/1992  	  PIPER  	  PA-25-235 
 07/10/1992  	  CALLAIR  	  A-9 
 07/10/1992  	  PIPER  	  PA-18-150 
 07/09/1992  	  PIPER  	  PA-24-260 
 07/09/1992  	  HUGHES  	  269C 
 07/09/1992  	  Consolidated Aeronautics Inc.  	  LA-4-200 
 07/09/1992  	  WHIGHAM  	  GW-4 
 07/09/1992  	  CESSNA  	  T210N 
 07/09/1992  	  GRUMMAN  	  G-164A 
 07/09/1992  	  CESSNA  	  172P 
 07/09/1992  	  TOWNSEND-SNYDER  	  RULTAN VARIEZE 
 07/09/1992  	  PIPER  	  PA-25-235 
 07/09/1992  	  CESSNA  	  152 
 07/09/1992  	  AERONCA  	  7EC 
 07/09/1992  	  MITSUBISHI  	  MU-2B-40 
 07/09/1992  	  CESSNA  	  U206F 
 07/08/1992  	  BEECH  	  58 
 07/08/1992  	  CESSNA  	  210 
 07/08/1992  	  HILLER  	  FH-1100 
 07/08/1992  	  AIR TRACTOR  	  AT-502 
 07/08/1992  	  AYRES  	  S2R 
 07/08/1992  	  PIPER  	  PA-34-200T 
 07/08/1992  	  PIPER  	  PA-28-181 
 07/07/1992  	  CESSNA  	  182Q 
 07/07/1992  	  MAULE  	  MX-7-180 
 07/07/1992  	  CESSNA  	  150E 
 07/07/1992  	  PIPER  	  PA-32-300 
 07/07/1992  	  AIR TRACTOR  	  AT-301 
 07/07/1992  	  PIPER  	  PA-32-301 
 07/07/1992  	  CESSNA  	  172M 
 07/07/1992  	  CESSNA  	  172N 
 07/07/1992  	  DANIEL M. DENT  	  BD-5 B 
 07/07/1992  	  CESSNA  	  152 
 07/06/1992  	  AVIAN BALLOON  	  MAGNUM IX 
 07/06/1992  	  GRUMMAN  	  G-164A 
 07/06/1992  	  JOHANSEN  	  KITFOX 
 07/06/1992  	  PIPER  	  J3C 
 07/06/1992  	  PIPER  	  PA-34-200T 
 07/05/1992  	  STINSON  	  108-3 
 07/05/1992  	  CESSNA  	  172K 
 07/05/1992  	  Schweizer  	  SGS2-33A 
 07/05/1992  	  CESSNA  	  177B 
 07/05/1992  	  Schweizer  	  SGS 2-33A 
 07/05/1992  	  CESSNA  	  180 
